,Rating,Review
936,3,Battery backup very bad
937,3,This product are batter not much.
938,2,NO i am disappointed at my speakers
939,2,Overall good laptop without prejudice to issues raised by me
940,2,Complete mess
941,1,Worst Purchase from Amazon in my life!!
942,1,"Brightness very low , RGB very Bad, Heavy weight,,more large in size,"
943,1,Faulty product
944,1,Where is my activation code?????
945,1,Sucking screen
946,1,Plz delivery correct one which we have ordered
947,1,Waste of money🤮🤮
948,1,Worst service from lenovo company....
949,4,Budget friendly laptop
950,4,Product details
951,3,First Impression !!
952,3,I RECEIVED THE SCREEN BROKEN PRODUCT.
953,2,Maybe a basic laptop but doesn't serve the purpose
954,2,"Hangs frequently, not enough memory"
955,5,Best buy under 30000
956,5,Nice laptop
957,5,Laptop bag not received
958,5,Acer did it again.
959,5,Features
960,5,If you have more budget then go for 4 cores
961,5,Nice
962,5,Value for money
963,5,compleat
964,5,acer laptop
965,4,Good
966,4,Good under budget.
967,4,GOOD BUY- Problem is not Acer but Windows 10
968,4,Contact me dude !! Need help
969,4,Nice product
970,4,Hangs a lot
971,4,Ok
972,4,It value for money 💰
973,4,Review
974,4,speaker not working
975,3,This is slow processing if not with ssd.
976,3,Laptop camera not working properly and slow
977,3,good and resalable price
978,3,DEFFICIENCIES
979,3,Hangs
980,3,less memory and stat disk not getting performance in windows10
981,3,Speed comes with Occasional Performance Slag
982,3,Performance
983,3,Ms office not working
984,3,"Where is Windows pass key, to register on microsoft"
985,2,I3 just looks outdated in this laptop...very slow !!
986,2,Web Camera Is VG Not HD
987,2,"Not Good for students or those who like to use MS WORD, EXCEL, POWERPOINT"
988,2,WORST BUY FOR ME IN AMAZON. TOTAL WASTE OF MONEY
989,2,Not as per the expectations!!!!
990,2,wrong description regarding keyboard backlight
991,2,NOT HAPPY!
992,2,Webcam issue
993,2,Very slow
994,2,Dont buy
995,1,System crashes / freezes
996,1,Troubleshooting. System hangs. Total disappointment. Waiting for replacement.
997,1,Less than zero star . Laptop gets dead in a month. Don't buy.
998,1,Frustrated with Amazon replacement policy
999,1,Do not buy!!!
1000,1,slow Ram- PLEASE DONT BUY
1001,1,I want to replaced my laptop... hanging problem
1002,1,Waste of money don't buy this crap
1003,1,Bad Product & Cheating customer - Wrong Product feature description
1004,1,"Rubbish laptop, It is very slow while switching the tabs on the browser"
1005,5,Intel i5 11th Gen
1006,5,Awesome
1007,5,HAPPY CUSTOMER
1008,5,Design and Functionality Equally Proportionated
1009,5,"Fast, Compact, Efficient.."
1010,5,Lightweight but sturdy laptop
1011,5,Great
1012,5,"Lightening fast, utra classy!"
1013,5,Great product
1014,5,Whatsapp web login issue
1015,4,Solution to access whatsapp web for this model
1016,4,Excellent
1017,4,Nice laptop with high-end configuration.
1018,4,To provide warranty card
1019,4,Good product with Heating issues.
1020,4,Great product
1021,4,Wirth for student
1022,4,Good product
1023,4,Good Product
1024,4,Light weight
1025,3,Good Laptop at this price But check this before you go for it
1026,3,"Configuration good, screen flickering, immediate replacement."
1027,3,Review AFTER 6 MONTHS USAGE. Average buy.
1028,3,Few problems are really matters.
1029,3,How and whom to report about problems related to products
1030,3,Good
1031,3,Keyboard and model number
1032,3,Good
1033,3,I think it was good.
1034,3,"Not worth it, better options available"
1035,2,Item is good but Seller not so much
1036,2,Laptop does NOT recognize external hard drive in USB. UNRESOLVED issue
1037,2,No to Hp product
1038,2,Don't buy this
1039,2,Received faulty product twice
1040,2,Freezing up
1041,2,LAPTOP BAG NOT PROVIDED
1042,2,Not worthy
1043,2,Product witout bill & pre activated warranty
1044,2,It's disappointing zero value for the money
1045,1,Don't buy this Hp model
1046,1,Pathetic Service
1047,1,Money for this product is morethan the Actual product
1048,1,Pathetic service by Amazon customer care
1049,1,Keyboard keys are not proper and just comeing out
1050,1,"Customer is a king for amazon services end of they ,keep it in mind and most successful brand"
1051,1,Bad product quality
1052,1,Not worthy. Buying it at Amazon made a loss of 5k+laptop bagbag
1053,1,Please Don't Buy this
1054,1,Worst Product
1055,5,Grab before it's Gone!
1056,5,Ryzen 4500u with upgradeable internals
1057,5,Best Deal on Laptop I've ever got
1058,5,Best value for money thinkpad e14
1059,5,"Wonderful Laptop from Thinkpad ,just Grab it without a second thought"
1060,5,Great business laptop
1061,5,Definitely a steal at 46k INR
1062,5,Devil in Disguise
1063,5,Solid all-rounder with excellent performance!
1064,5,A beast!
1065,4,Good deal. Go for it.
1066,4,Perfect Work Laptop
1067,4,Great build quality
1068,4,great performance bad display
1069,4,It's a very good laptop.
1070,4,"Sturdy, Sleek, Value for Money Thinkpad"
1071,4,Check for price variations
1072,4,Great laptop overall though it has certain flaws
1073,4,Best laptop for 50k
1074,4,Amazing laptop with a few issues
1075,3,Good performance but bad hardware and build quality.
1076,3,Battery life is not as per company claims
1077,3,4650U Review
1078,3,Lighting fast delivery by Amazon just in 20hrs delivery after placing order....
1079,3,Good performance
1080,3,"Good look but performance not very good , speed not fast"
1081,3,Billing issue
1082,3,Price is increased by seller. 45k is best buy. Can check other models with good deals
1083,2,Good laptop but Terrible Lenovo Customer support
1084,1,4650U does NOT have an IPS panel. It is TN.
1085,1,"Specs have been changed. It is TN Display, not IPS."
1086,1,"Motherboard, hard disk gone within 2 months. Lenevo not supporting much."
1087,1,No Serial Number in Invoice or Order Summary
1088,1,Wrong warranty status
1089,1,Missing bag
1090,1,Bad display.
1091,1,Pathetic service and fraud exchange scheme
1092,1,Don't buy
1093,1,Display is not good as it is a TN display and not good
1094,5,Best price for the power packed performance
1095,5,First week observation. Worth it.
1096,5,Considerably cheaper but feature rich product from HP.
1097,5,best laptop in these range 33.902
1098,5,Nice laptop
1099,5,Just Awesome
1100,5,Don't buy it for SSD & DVD drive. They are not available.
1101,5,Perfect laptop
1102,5,Value with clarity.
1103,5,Cost wise product is awesome
1104,4,Best Budget
1105,4,Good Product in this price
1106,4,Decent for the price
1107,4,Review
1108,4,A option under 35k
1109,4,Over all good laptop in such low price
1110,4,Bit slow but for normal use its great
1111,4,Good buy
1112,4,"Less heating , good battery backup , if used for study purposes"
1113,4,Value for money
1114,3,Found it to be average laptop
1115,3,Can buy if u have a great patience.
1116,3,Low expectations delivered
1117,3,256GB SSD is not there
1118,3,No ssd
1119,3,"only for light works, do not use for heavy working."
1120,3,Charging not so longer while using video meeting
1121,3,Ok product
1122,3,Not a power performar
1123,3,No optical drives
1124,2,RUNS SUPER SLOW....
1125,2,Very slow. Hangs frequently.
1126,2,disappointed
1127,2,Cheat
1128,2,Ssd not included
1129,2,processer very slow..
1130,2,Product key for microsoft 365
1131,2,Its nice for students only
1132,2,Not worth at alll .. And the colour also lookss rlly cheap beleive me youll cry later
1133,2,"Configuration changed, previous configuration was better"
1134,1,Spam
1135,1,Delivered the wrong product
1136,1,Damn slow!
1137,1,Wanna water money?? Buy this laptop
1138,1,Cheated
1139,1,Faulty laptop - Cooling fan is making unbearable noice
1140,1,SLOW & UNSTEADY - WORTHLESS
1141,1,Worst laptop one can possibly get...DO NOT buy it under any circumstances
1142,1,Worst hardware
1143,1,Slower than 🐌snails
1144,5,Simply the Great Laptop!👍
1145,5,Absolute value for money.
1146,5,atleast provide microsoft office as free of cost
1147,5,the specs are amazing on this laptop
1148,5,Excellent on 26000
1149,5,Best value for money laptop
1150,5,A great product from an upcoming brand
1151,4,Best laptop in 25 k
1152,3,Not as expected
1153,1,Missing parts torn damaged...
1154,1,Damaged product
1155,1,Don't buy this until you consider 1 year use and throw things at 20+k
1156,1,Cheap product fraud company .
1157,5,Best of the Best
1158,5,Good
1159,5,Laptop in Budget
1160,5,Received an good product without any fault
1161,5,Lenovo ThinkPad
1162,5,Good product
1163,5,Great
1164,5,Good for gaming!
1165,5,-
1166,5,Laptop
1167,4,"If you want a good performance, GO FOR IT."
1168,4,Value for money
1169,4,Amazing product from Lenovo
1170,4,DON'T BUY VERY SLOW PROCESSING
1171,4,Battery life/ pricing
1172,4,Good but if you add SSD it will become best
1173,4,Battery not that great
1174,4,Lenova lap
1175,4,Fair.
1176,4,Very comfortable and advanced features is available nice lp
1177,3,I need the invoice and the audio problem fixed
1178,3,Average at best
1179,3,Wastage of money
1180,3,Average
1181,3,No ethernet port
1182,1,Super slow. Don't buy
1183,1,Waste of money
1184,1,Multiple issues !!
1185,1,worse camera quality and sound quality.
1186,1,Bettery work only 2-3 hr maximum Thats not enough for students.
1187,1,Poor product from lenovo
1188,1,Worst battery ever
1189,1,Laptops
1190,1,NEVER BUY LENOVO LAPTOPS
1191,5,Great performance
1192,5,Good
1193,5,"Fast, if you add an extra NVMe SSD + extra RAM"
1194,5,Best under 40k laptop
1195,5,Good
1196,5,As good as i7
1197,5,Good to buy
1198,4,Decent value for money
1199,4,We can play pubg
1200,4,ELAN touchpad isn't good
1201,3,Not as Fast as Claimed!
1202,3,Not a great buy like my old Lenovo ideapad Z560
1203,3,Processor is rather slow
1204,3,Slow speed
1205,3,Value
1206,2,worst battery and keyboard not working just after 5 months of buying
1207,2,Too damn slow
1208,2,Performance is very poor
1209,2,Master of lagging
1210,1,Poor speed and pathetic customer care
1211,1,Please take it back
1212,1,Bad purchase
1213,1,Terrible don't buy
1214,1,Worst Slow like Snail 🐌
1215,1,Slow and buggy
1216,1,poor performance
1217,1,Don't waste your money
1218,1,Bad
1219,1,Amazon should improve the product selection
1220,5,One of the best Windows Laptop!
1221,5,Premium Device - Recommended
1222,5,Too good
1223,5,Love it!
1224,5,The best laptop ever
1225,5,great product
1226,5,Authentic product
1227,5,Awesome product so far!!!!
1228,5,Excellent Laptop
1229,5,NICE
1230,4,Gaming issue
1231,3,Average Keyboard and display.
1232,3,Microsoft Surface Laptop 3
1233,2,Terrible after sales service
1234,2,Microsoft is not good for hardware products
1235,1,Don't buy expensive products from amazon
1236,1,crashed too soon
1237,1,No Microsoft office
1238,1,Good
1239,1,Unreliable Microsoft hardware
1240,1,Keep your entire data on cloud
1241,1,Charger cost 11K conks off every 3 months
1242,1,Note: Its not repairable
1243,5,Excellent and Impressed
1244,5,PERFECT
1245,5,Best in class Thankyou Hp
1246,5,Gg
1247,5,Gaming
1248,5,Best laptop. In price point
1249,5,Excellent
1250,5,Excellent
1251,5,We good laptop to get compared to all other brands at this cost
1252,5,Must Buy under 70k to 75k.
1253,4,Hp is best
1254,4,Decent gaming laptop from hp.
1255,4,Except battery everything Superb.
1256,4,Amazing Gaming Performance
1257,1,Laptop
1258,5,Worthy
1259,5,Great speed in affordable price
1260,5,This laptop not for all.
1261,5,hard disk is not appeared to select.. while windows installation..
1262,5,"Best for daily use like ms office,browsing ,YouTube,movie study with 3 yrs warranty"
1263,4,windows not pre installed 😑
1264,1,I am so sad and I have never sell any item for amazon in future.
1265,5,Good Product
1266,5,I really liked this product 👍
1267,5,"Good laptop for students, affordable."
1268,5,HP 15s-gr0011au
1269,5,Performance wise-the best in this budget
1270,5,BEST BUDGET LAPTOP!
1271,5,Booting is a bit slow
1272,5,Great Product!!!
1273,5,Best Laptop For Students
